Unnamed: 0,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud,month,day_of_week,hour,age,distance
469280,2020-12-13 06:59:18,4040099974063068803,fraud_Doyle Ltd,grocery_pos,98.35,Jeffrey,Lewis,M,24255 Bryan Square,Palermo,ND,58769,48.3396,-102.24,229,Administrator,1983-03-20,2fe2bef1ffa5df17c1a00618b7b9258a,1386917958,49.265236,-101.609515,0,12,7,6,41,112.87507208041492
111412,2020-07-29 22:16:27,5127412150261034,"fraud_Bins, Balistreri and Beatty",shopping_pos,1.9,David,Campbell,M,2989 Murray Inlet,Washington,DC,20017,38.9367,-76.994,601723,"Psychotherapist, child",1991-02-04,538c14291e13e2b721f3a5488cf9001d,1375136187,38.907149,-76.74674,0,7,3,22,33,21.692256716344858
234654,2020-09-14 01:07:01,180046165512893,"fraud_Turner, Ruecker and Parisian",misc_pos,865.23,Erica,Walker,F,084 Holmes Avenue Suite 206,Stayton,OR,97383,44.8021,-122.7624,9587,"Engineer, biomedical",1968-03-24,09b2dc3139437bbd4874e52e69f655f2,1379120821,43.86566,-122.397097,0,9,1,1,56,108.0574941247272
183652,2020-08-24 17:28:42,2450829271795901,"fraud_Schaefer, Fay and Hilll",entertainment,72.62,Timothy,Kirby,M,7309 Sophia Causeway Suite 702,Sauk Rapids,MN,56379,45.604,-94.1591,16163,Hydrographic surveyor,1987-02-22,0e7507fb19007045f27b96d21b392edb,1377365322,45.386688,-95.068796,0,8,1,17,37,75.09535626532174
397152,2020-11-23 23:43:54,4294930380592,fraud_Ebert-Daugherty,travel,6.54,Misty,Rivera,F,1980 Vasquez Manors Apt. 574,Catawba,VA,24070,37.3696,-80.1284,1363,Equality and diversity officer,1940-08-23,15a10d8b32e2cf9aa327a13b6f56f4b3,1385250234,36.745999,-80.240549,0,11,1,23,84,69.9216013706679
408000,2020-11-29 11:53:16,2266735643685262,fraud_Brekke and Sons,gas_transport,63.33,Carlos,Chung,M,8957 Russell Key,Grant,AL,35747,34.4959,-86.259,5901,Curator,1972-07-25,9e3a1e7e5d33ba636e374de5f949058c,1385725996,35.328334000000005,-86.012344,0,11,7,11,52,95.06036572848124
398327,2020-11-24 11:37:21,4836998673805450,"fraud_Schumm, Bauch and Ondricka",grocery_pos,191.49,Susan,Hardy,F,516 Brown Parks,Manistique,MI,49854,46.0062,-86.2555,6469,Trade mark attorney,1979-04-12,34c4d6477068f0c0b60499014472528b,1385293041,45.283534,-85.785073,0,11,2,11,45,88.29606351834752
303323,2020-10-13 15:24:33,4839615922685395,"fraud_Weber, Thiel and Hammes",kids_pets,13.08,Phillip,Robertson,M,85344 Smith Gateway Apt. 280,Harrodsburg,IN,47434,39.013000000000005,-86.5457,76,Social researcher,1955-05-06,90e4d80eaac22700fbad7f31c6896d26,1381677873,38.537302,-86.66666500000001,0,10,2,15,69,53.84385935407191
533045,2020-12-27 09:02:17,4003989662068504,fraud_Stracke-Lemke,grocery_pos,70.57,Chris,White,M,98897 Bennett Lodge,Bessemer,AL,35022,33.3224,-86.9657,71463,Radio broadcast assistant,1989-02-08,a49d82dd0f5e67febc6c28887b67d36a,1388134937,34.216689,-86.660368,0,12,7,9,35,103.14644135477667
388428,2020-11-20 12:13:32,4642255475285942,"fraud_Okuneva, Schneider and Rau",shopping_pos,6.44,Sabrina,Johnson,F,320 Nicholson Orchard,Thompson,UT,84540,38.9999,-109.615,46,"Surveyor, minerals",1987-04-23,827b40efd045bf0aca5202aa1bd17f67,1384949612,39.414801,-109.373563,0,11,5,12,37,50.562666404668164
179931,2020-08-23 17:44:09,213112402583773,fraud_Mohr Inc,shopping_pos,2.24,Ana,Howell,F,4664 Sanchez Common Suite 930,Bradley,SC,29819,34.0326,-82.2027,1523,Research scientist (physical sciences),1984-06-03,92d4485ac197760265143d79b473fdbc,1377279849,33.494661,-81.55297900000001,0,8,7,17,40,84.7522533149047
457114,2020-12-09 23:43:08,6011652924285713,fraud_Schulist Ltd,food_dining,15.09,Kathryn,Smith,F,19838 Tonya Prairie Apt. 947,Rocky Mount,MO,65072,38.2911,-92.7059,1847,Tax inspector,1988-10-26,885d05d4bc77082e42c342c6627468c1,1386632588,38.339036,-91.71864,0,12,3,23,36,86.50455855180044
74342,2020-07-17 05:38:49,341546199006537,fraud_Koepp-Parker,grocery_pos,98.86,Mark,Brown,M,8580 Moore Cove,Wales,AK,99783,64.7556,-165.6723,145,"Administrator, education",1939-11-09,10922de138891b277f4ede4a07cd5a6b,1374039529,64.83600799999999,-166.141415,0,7,5,5,85,24.033957845699952
533523,2020-12-27 11:45:27,4951647200979051,fraud_DuBuque LLC,grocery_pos,105.61,Kimberly,Miller,F,75533 Tamara Valleys,Logan,IL,62856,37.9943,-88.9417,324,"Scientist, research (physical sciences)",1976-06-15,e76c7e7401ef5a2462aa5ca1e974ac32,1388144727,38.278647,-88.26418199999999,0,12,7,11,48,67.26230005839771
231837,2020-09-13 01:14:56,343819048608995,"fraud_Stroman, Hudson and Erdman",gas_transport,60.27,Shelby,Cannon,F,1535 Ryan Burgs Suite 919,Des Moines,IA,50312,41.5855,-93.6719,222785,Wellsite geologist,1956-01-24,b00fcd39e4dc747f63621a693345f2fb,1379034896,41.868092,-94.34291,0,9,7,1,68,64.04831018812446
313865,2020-10-18 20:24:13,2283743876903625,fraud_Fadel Inc,health_fitness,28.76,Shannon,Williams,F,9345 Spencer Junctions Suite 183,Alpharetta,GA,30009,34.077,-84.3033,165556,Prison officer,1997-12-27,1f72f8f45ca766f39091d00cafbac438,1382127853,33.090438,-84.22053000000001,0,10,7,20,27,109.69385688596078
228167,2020-09-11 04:36:07,30103132002433,"fraud_Cremin, Hamill and Reichel",misc_pos,88.28,Stephanie,Middleton,F,99736 Rose Shoals Apt. 504,Morrisdale,PA,16858,41.0001,-78.2357,3688,Dispensing optician,1987-10-26,8ebd8377f9e8fdbc80cae7fd1589c816,1378874167,40.664569,-77.39853000000001,0,9,5,4,37,79.84096439142839
300425,2020-10-12 16:42:56,4797297220948468262,fraud_Gerlach Inc,shopping_net,4.18,Erica,Briggs,F,3310 Davidson Spurs Apt. 107,Oolitic,IN,47451,38.8938,-86.5246,1228,Counsellor,1991-03-13,966f052e95f3f308eef74c703565effa,1381596176,39.873304,-87.07848100000001,0,10,1,16,33,118.75628033307642
345717,2020-11-01 19:47:22,4810789809665942990,fraud_Thompson-Gleason,health_fitness,48.17,Julie,Sanchez,F,916 Charles Road,Bowersville,OH,45307,39.5756,-83.7153,338,Quantity surveyor,1988-07-28,77b4e914a7cc045b492c181f1aaf4566,1383335242,39.665668,-83.08331899999999,0,11,7,19,36,55.17834808161457
443416,2020-12-07 09:04:14,4736845434667908128,fraud_Towne LLC,misc_pos,8.64,Toni,Gomez,F,062 Carl Dam,Altona,NY,12910,44.8816,-73.6408,2148,"Surveyor, land/geomatics",1953-05-23,9b8effe0793f2f84941064555dc49bc2,1386407054,45.722841,-74.540337,0,12,1,9,71,117.12467285360098
433570,2020-12-05 10:07:37,345832460465610,fraud_Goodwin-Nitzsche,grocery_pos,74.89,Jason,Mcmahon,M,6385 Donald Square Suite 429,Springfield,VA,22151,38.8029,-77.2116,104396,Production engineer,1950-11-20,3f5d77fcc4fad547781dd74d51714c6b,1386238057,37.949275,-76.748041,0,12,6,10,74,103.04998620771778
271753,2020-09-29 17:45:35,4550599031376731,fraud_Wuckert-Goldner,home,16.32,Angela,West,F,9471 Wong Islands,Mansfield,OH,44902,40.7559,-82.5123,92985,Press photographer,1968-05-29,ebba778a0d29dae1632f51fd993855f1,1380476735,41.507665,-82.404053,0,9,2,17,56,83.9816405397356
272121,2020-09-29 20:24:59,3520550088202337,fraud_Kassulke PLC,shopping_net,142.12,Micheal,Walters,M,15315 Vaughn Park Suite 356,Hovland,MN,55606,47.8342,-90.0476,272,Freight forwarder,2001-07-05,b60d379d90958d472b4156aeefdfa3da,1380486299,48.774291,-90.497937,0,9,2,20,23,109.7427997296759
418643,2020-12-01 12:09:45,2720433095629877,fraud_Hermann and Sons,shopping_pos,9.29,Mark,Wood,M,854 Walker Dale Suite 488,Bowdoin,ME,4287,44.0575,-69.9656,3224,"Engineer, electronics",1997-08-22,1a5cb302f10cf70bd68da5dbe10daf91,1385899785,43.91772,-69.08959,0,12,2,12,27,71.97142727004625
475857,2020-12-14 11:20:48,346243940647414,"fraud_Osinski, Ledner and Leuschke",grocery_pos,74.03,Sean,Miller,M,6340 Jeffrey Dale,Thornville,OH,43076,39.8974,-82.4071,9051,Audiological scientist,1983-01-08,d3dd07254d0822fce58ec62dedba4c9d,1387020048,38.942575,-82.410799,0,12,1,11,41,106.00850442831187
527493,2020-12-25 23:01:23,4998109455173950,"fraud_Okuneva, Schneider and Rau",shopping_pos,119.7,Mary,Pruitt,F,2819 Luke Greens Suite 563,Kansas City,MO,64114,38.9621,-94.5959,545147,Counsellor,1987-11-18,c26e2e4e1507e43c9bad54f681a383f9,1388012483,38.716713,-95.279874,0,12,5,23,37,65.33367320357546
306358,2020-10-15 02:53:24,213120463918358,fraud_Kuphal-Bartoletti,misc_net,8.88,Willie,Jordan,M,529 West Key,Spearsville,LA,71277,32.955,-92.587,1758,"Psychologist, forensic",1957-08-08,466a43ca59ac8b9d1cd7de657d6061f5,1381805604,33.425169,-92.901478,0,10,4,2,67,59.82588765010713
392256,2020-11-22 10:24:48,38530489946071,"fraud_Huel, Hammes and Witting",grocery_pos,69.09,Laura,Johns,F,95835 Garcia Rue,Arcadia,SC,29320,34.9572,-81.9916,530,Animal technologist,1989-05-14,d018dd8e738337535f51b26187d04f2c,1385115888,34.932593,-81.657746,0,11,7,10,35,30.61925876742466
368968,2020-11-11 05:47:00,4505383113689,fraud_Rowe-Vandervort,grocery_net,65.64,Alicia,Hawkins,F,507 John Overpass Suite 424,Harwood,MD,20776,38.8582,-76.6145,3289,Quantity surveyor,1933-03-15,454c0facb2556e70baa90f9a27ce7177,1384148820,38.340599,-77.08090899999999,0,11,3,5,91,70.37165904743102
496166,2020-12-19 00:04:08,2383461948823908,fraud_Kiehn Inc,grocery_pos,137.66,Patrick,Vaughan,M,651 Miller Common,Parsonsfield,ME,4047,43.745,-70.9092,1892,Audiological scientist,1956-03-02,e8e47c653fc9c6b6cbb89c2f2dd924a3,1387411448,43.137195,-70.44415500000001,0,12,6,0,68,77.31319783464536
434349,2020-12-05 14:48:14,213186551511454,fraud_Lynch-Mohr,travel,9.24,Cody,Dean,M,737 Thomas Wall Apt. 502,West Bethel,ME,4286,44.402,-70.8601,47,Chief Operating Officer,1951-03-31,c418d8d13c6bb541fd7e4458ee2f8a78,1386254894,44.381947,-69.946735,0,12,6,14,73,72.80724268322746
515913,2020-12-22 17:45:50,6544734391390261,fraud_Champlin and Sons,home,137.56,John,Myers,M,701 Wilson Divide,Highland,IN,46322,41.55,-87.4569,23727,Community arts worker,1982-02-08,e57fa18168b1d9bbcbc5deb38b41a88e,1387734350,40.589568,-87.87576999999999,0,12,2,17,42,112.32023110718625
113114,2020-07-30 19:16:42,213163860545705,"fraud_Parker, Nolan and Trantow",entertainment,61.96,Mark,Tyler,M,82201 Bradley Radial Suite 703,Avera,GA,30803,33.141,-82.515,741,Claims inspector/assessor,1986-04-28,e7cb9c1d871edc5820d89b502d136777,1375211802,32.785583,-83.373813,0,7,4,19,38,89.44517383414164
330236,2020-10-25 23:48:20,2720012583106919,fraud_Connelly PLC,food_dining,60.17,Joseph,Murray,M,42933 Ryan Underpass,Manderson,SD,57756,43.3526,-102.5411,1126,Volunteer coordinator,1980-08-18,f1fbda90648763464a6f49ca56d4ad30,1382744900,43.80085,-101.665114,0,10,7,23,44,86.52569303077117
419608,2020-12-01 15:15:26,4481131401752,fraud_Beier-Hyatt,shopping_pos,36.76,Frank,Foster,M,37910 Ward Lights,Shrewsbury,MA,1545,42.2848,-71.7205,35299,English as a second language teacher,1975-04-30,e2e368cf665f6de583696aaa93d21954,1385910926,42.901952,-71.810355,0,12,2,15,49,68.95174943816362
322224,2020-10-22 01:04:01,3500969075198072,"fraud_Jenkins, Hauck and Friesen",gas_transport,56.98,Kenneth,Sanchez,M,0110 Ashley Forest,Tekoa,WA,99033,47.2271,-117.0819,895,Clothing/textile technologist,1999-05-31,11da4903ed22d3920e166f725c4a4a6b,1382403841,47.695199,-116.654627,0,10,4,1,25,61.20730212882513
203403,2020-08-31 17:56:00,4873783502705038,"fraud_Yost, Schamberger and Windler",kids_pets,134.8,Elizabeth,Maxwell,F,194 Goodman Fall Apt. 569,Burlington,WA,98233,48.4786,-122.3345,14871,Public house manager,1974-03-10,759bcf3b4b9f156a1897c905d6d8ad37,1377971760,49.349443,-121.985877,0,8,1,17,50,100.1589452742029
135433,2020-08-07 20:59:00,2248348993063230,fraud_Sporer-Keebler,personal_care,5.56,Jennifer,Scott,F,376 John Fork Suite 848,Randolph,OH,44265,41.0109,-81.2977,51,Mechanical engineer,1960-08-05,26e7561a9911490a8bb36a96685a2e3d,1375909140,40.225749,-80.587948,0,8,5,20,64,105.87064399412148
477036,2020-12-14 15:08:24,4798937978667559470,"fraud_Cole, Hills and Jewess",home,47.21,Robert,Williams,M,09419 Lewis Rapids,Bay City,MI,48706,43.6088,-83.95299999999999,67858,Water quality scientist,1995-03-13,7b7bb6148ae9d77995cdae32c28ed301,1387033704,43.577793,-83.572098,0,12,1,15,29,30.95090705923283
276538,2020-10-02 10:23:11,639023984367,"fraud_Lind, Huel and McClure",gas_transport,71.64,Destiny,Lowe,F,79472 Stevens Trace Apt. 120,Hannawa Falls,NY,13647,44.6087,-74.9732,69,Chief Executive Officer,1991-06-05,929648954797c5a6b2bea3952da399c9,1380709391,45.537618,-74.095496,0,10,5,10,33,124.23262666997479
38686,2020-07-05 01:04:26,4079773899158,fraud_Koelpin and Sons,misc_net,110.4,Eric,Preston,M,7020 Doyle Stream Apt. 951,Mesa,ID,83643,44.6255,-116.4493,129,Cartographer,1965-12-15,2e5c8b1bae26aa2cfd6d16dd1607171b,1372986266,45.151603,-116.515326,0,7,7,1,59,58.69782246510008
194917,2020-08-28 23:35:41,213191402330021,fraud_Cummerata-Hilpert,entertainment,6.78,Thomas,Sullivan,M,464 Newman Crossroad,Milwaukee,WI,53228,42.9676,-88.0434,817312,"Accountant, chartered public finance",2004-03-18,9fff29747b3b214ca51b8db96567fc7c,1377732941,42.852266,-88.437989,0,8,5,23,20,34.67598627776914
166194,2020-08-18 08:16:24,4710792708725663,fraud_Wolf Inc,grocery_pos,36.78,Justin,Bell,M,954 Green Wall,Churubusco,IN,46723,41.229,-85.3244,7692,"Research officer, trade union",1986-12-13,11089637a40c547ef4164078bd81a0d5,1376813784,41.225418,-84.82581,0,8,2,8,38,41.80641301048531
124808,2020-08-03 19:38:51,30026790933302,fraud_Heaney-Marquardt,entertainment,75.64,John,Peters,M,555 Michael Burgs,Mayersville,MS,39113,32.9013,-91.0286,595,Technical brewer,1979-09-03,b63ce0c22b32b7668eee84f2c24e77ba,1375558731,33.289996,-90.042006,0,8,1,19,45,101.68963666665167
502651,2020-12-20 14:33:55,30407675418785,fraud_Bins-Howell,personal_care,40.79,Danielle,Evans,F,76752 David Lodge Apt. 064,Breesport,NY,14816,42.1939,-76.7361,520,Psychotherapist,1991-10-13,d000a7907fcea6db5493554ece1b15c5,1387550035,42.890037,-77.00961099999999,0,12,7,14,33,80.52712115611031
38322,2020-07-04 21:56:09,3529597810116815,fraud_Bauch-Blanda,entertainment,11.07,Pamela,Curtis,F,8969 Fuentes Station Apt. 291,Mill Creek,PA,17060,40.4679,-77.8967,1334,Archaeologist,1986-12-17,87be89dcf47f91e93696684207a0ae98,1372974969,39.534847,-78.104455,0,7,6,21,38,105.10909889745038
110176,2020-07-29 07:02:24,4147608975828480,fraud_Christiansen-Gusikowski,misc_pos,2.59,Edward,Tapia,M,354 Gutierrez Gateway,Comfrey,MN,56019,44.1111,-94.9134,914,Health and safety adviser,1944-07-26,5688007d8a0c9431d9362be852c35fc0,1375081344,44.966935,-94.868238,0,7,3,7,80,95.17046016925639
292398,2020-10-09 09:11:28,372246459334925,"fraud_Towne, Greenholt and Koepp",shopping_net,6.95,Rick,Martinez,M,062 Poole Hollow Apt. 815,Deadwood,SD,57732,44.3566,-103.6999,1979,Multimedia programmer,1970-03-13,5e69905f2910ea2ace81e3577aee5b08,1381309888,43.701056,-104.159606,0,10,5,9,54,81.63138087471516
434297,2020-12-05 14:28:16,372509258176510,fraud_Leannon-Ward,food_dining,92.36,Kristen,Hanson,F,26544 Andrea Glen,Goodrich,MI,48438,42.9147,-83.4845,6951,Learning disability nurse,1985-06-18,b36a65a55b69f3beadd37490a937bb5e,1386253696,43.241128,-83.858088,0,12,6,14,39,47.336238670651284
256240,2020-09-22 21:03:31,3501942333500073,fraud_Simonis-Prohaska,misc_pos,2.45,Lori,Bishop,F,08056 Alvarado Club Suite 699,Phoenix,AZ,85086,33.8155,-112.1202,1312922,Counselling psychologist,1999-11-30,a6e47e96ce9558caf2552a9ff4d073fa,1379883811,33.709013,-113.013796,0,9,2,21,25,83.62202396795585
250853,2020-09-21 03:14:18,374125201044065,"fraud_Raynor, Feest and Miller",gas_transport,77.77,Christopher,Gilbert,M,20937 Reed Lakes Apt. 271,Washington,DC,20012,38.9757,-77.0282,601723,"Optician, dispensing",1970-07-20,545d2b87679af6f98b6bc78503e5413b,1379733258,38.129796,-76.948064,0,9,1,3,54,94.16068875762566
56212,2020-07-10 22:13:55,6011504998544485,"fraud_Windler, Goodwin and Kovacek",home,91.95,Ashley,Whitney,F,4038 Smith Avenue,Jones,AL,36749,32.5104,-86.8138,1089,Materials engineer,1971-11-02,7c584c08858ec2432ff6f7c610edbf0b,1373494435,32.009168,-86.16627700000001,0,7,5,22,53,82.53457503181392
287746,2020-10-06 17:45:39,3521417320836166,fraud_Kub PLC,personal_care,18.87,Angela,Hodges,F,08236 Kim Hill,Indianapolis,IN,46254,39.849,-86.272,910148,Firefighter,1975-11-30,e71e37773594d59d11035696a544a8d9,1381081539,39.282978,-86.57413299999999,0,10,2,17,49,67.99514094664515
531163,2020-12-26 22:23:36,4509922033272157,"fraud_Douglas, Schneider and Turner",shopping_pos,1.31,Monica,West,F,22084 Smith Roads Suite 776,Hurley,SD,57036,43.2893,-97.1904,811,Neurosurgeon,1972-03-28,c950d8fc15a39d662c0bf017a361409c,1388096616,43.017944,-96.206969,0,12,6,22,52,85.48140166031756
288112,2020-10-06 20:03:54,4874017206859125,fraud_Barrows PLC,shopping_pos,6.81,Lauren,Williams,F,065 Jones Stravenue,Lake Oswego,OR,97034,45.4093,-122.6847,42817,Planning and development surveyor,1982-05-28,948ceac8b7878bcf85b80c431fe8f964,1381089834,45.063978000000006,-121.843544,0,10,2,20,42,76.38864845190683
422260,2020-12-01 23:37:56,2222001896600109,"fraud_Gutmann, McLaughlin and Wiza",home,170.32,Susan,Hernandez,F,2193 Osborne Run Apt. 789,Moro,IL,62067,38.9318,-89.9618,2401,"Buyer, industrial",1972-01-03,3658958d7e9ce06ee1c2fe969b0b09bd,1385941076,38.022187,-90.039552,0,12,2,23,53,101.19974371923125
375574,2020-11-15 00:40:44,6517217825320610,fraud_Kuphal-Predovic,misc_net,5.08,James,Reese,M,26975 Richardson Mills Apt. 402,Sontag,MS,39665,31.6453,-90.1801,1196,"Librarian, academic",1958-06-11,4a00155982a645d7caa9e02cd249f876,1384476044,30.980718,-89.209676,0,11,7,0,66,118.16312496732289
24905,2020-06-29 17:54:01,4378993458389626,fraud_O'Keefe-Wisoky,food_dining,4.0,Travis,Hayes,M,1561 Chase Grove,Conway,NH,3818,43.9742,-71.1503,3807,Surgeon,1999-10-25,3f8bbec2ab9e1fea72d000c8e754b1e8,1372528441,43.433389,-71.476417,0,6,1,17,25,65.58561505187365
168640,2020-08-18 22:18:11,375848982312810,"fraud_Crist, Jakubowski and Littel",home,24.73,Dale,Smith,M,25036 Contreras Turnpike Suite 270,Purmela,TX,76566,31.4841,-97.9903,258,Web designer,1943-12-15,1d048b72b418d7af2c84d48b7c691cbe,1376864291,32.241144,-98.89905,0,8,2,22,81,120.17534536735056
420896,2020-12-01 19:21:40,4178097073221156,fraud_Shanahan-Lehner,personal_care,37.46,Jill,Flores,F,639 Cruz Islands,Baroda,MI,49101,41.9488,-86.4913,3104,"Horticulturist, commercial",1981-03-29,3ae53ae9e9a449129a099fa335a0a67e,1385925700,42.940101,-85.693265,0,12,2,19,43,128.20185023360025
242672,2020-09-17 05:27:05,3567879740649740,fraud_Barton Inc,grocery_pos,124.7,Tanya,Williams,F,566 Megan Well,Brownville,NY,13615,44.0577,-76.0196,1271,"Producer, radio",1958-08-14,c31952d91e0962a366600cab160fb2af,1379395625,43.864329,-77.01652,0,9,4,5,66,82.84549227609126
68444,2020-07-14 16:05:06,4306630852918,"fraud_Hodkiewicz, Prohaska and Paucek",travel,3113.61,Maureen,Garza,F,169 Edward Inlet,Saint Louis,MO,63131,38.6171,-90.4504,927396,Occupational hygienist,1960-03-12,574547c6193d1c6f589ab2f47a329a1e,1373817906,37.996714,-90.87814,0,7,2,16,64,78.37046209378734
444101,2020-12-07 12:12:03,3576021480694169,fraud_Larson-Moen,entertainment,39.2,Dawn,Gray,F,9486 Joel Common Suite 554,Topeka,KS,66618,39.1329,-95.7023,163415,Secondary school teacher,2004-12-30,c2ee99db8adbd842802c58991118ae3a,1386418323,39.04024,-95.770128,0,12,1,12,20,11.843092622242501
137356,2020-08-08 17:01:41,38014427445058,fraud_Berge-Ullrich,home,3.47,Sonya,Jensen,F,4470 Jillian Courts,Adams,WI,53910,43.8967,-89.8219,3508,Sport and exercise psychologist,1946-08-11,04668a4c39d9a93f0d4448a677103cc2,1375981301,44.643643,-89.30879499999999,0,8,6,17,78,92.5577675561609
444219,2020-12-07 12:32:33,213112402583773,fraud_Goyette-Gerhold,kids_pets,21.39,Ana,Howell,F,4664 Sanchez Common Suite 930,Bradley,SC,29819,34.0326,-82.2027,1523,Research scientist (physical sciences),1984-06-03,8472a95e4c6161bd1bde8066cc0cae1c,1386419553,34.910781,-81.512395,0,12,1,12,40,116.2408069276749
142080,2020-08-10 03:06:25,4584931703207308232,fraud_Smitham-Boehm,grocery_net,50.72,Amanda,Gomez,F,8152 Brittany Centers,Dallas,TX,75218,32.8463,-96.6972,1263321,"Designer, ceramics/pottery",1975-04-16,653b51ef41ea0540bdbc2306062562b9,1376103985,32.223314,-97.237325,0,8,1,3,49,85.7171713678655
371337,2020-11-12 18:20:43,4128730454058057622,fraud_Dibbert-Green,entertainment,21.9,Monique,Martin,F,68276 Matthew Springs,Ratcliff,TX,75858,31.3833,-95.0619,43,"Engineer, production",1949-10-04,34cc5371cb34d0980bd68521fcc67ec3,1384280443,31.495972,-95.928313,0,11,4,18,75,83.30588766588119
221888,2020-09-08 03:29:57,4292902571056973207,"fraud_Jenkins, Hauck and Friesen",gas_transport,51.06,Jeffrey,Smith,M,135 Joseph Mountains,Sula,MT,59871,45.8433,-113.8748,218,"Therapist, horticultural",1995-08-16,3858cdfbafdb48e03449963b557b4db4,1378610997,46.306838,-114.352477,0,9,2,3,29,63.40438975226761
340321,2020-10-30 08:33:02,3543591270174051,fraud_Heller-Langosh,gas_transport,53.2,Margaret,Lam,F,6911 Nicholas Keys Apt. 237,Armagh,PA,15920,40.4603,-79.0097,922,Early years teacher,1972-10-04,b9afd21af16ac8aacef7c49baed57d7a,1383121982,40.064723,-79.748372,0,10,5,8,52,76.66585613153364
381196,2020-11-16 22:39:34,4229733778084049,fraud_Klein Group,entertainment,2.54,Tyler,Mills,M,7838 Jason Squares,Elizabethtown,KY,42701,37.6848,-85.8784,48194,Surgeon,1990-05-03,bab78759f4c289a78dc3f6848c6351e2,1384641574,36.69252,-86.005738,0,11,1,22,34,110.7032742067608
393536,2020-11-22 20:33:14,4149635823017,fraud_Little-Gleichner,travel,1.35,Samuel,Farrell,M,428 Michael Tunnel Apt. 377,Cleveland,AL,35049,33.9778,-86.5598,3996,Aid worker,1977-06-14,ebcdf5372e493a8d23424512d42a71ba,1385152394,33.061211,-87.109406,0,11,7,20,47,113.76356037185215
552804,2020-12-31 04:19:06,4451952084362894,"fraud_Heller, Gutmann and Zieme",grocery_pos,92.56,Joseph,Davis,M,941 Adam Stravenue,Nazareth,TX,79063,34.5444,-102.1069,686,Petroleum engineer,1980-07-30,aa04a9a344bc3ed8df0311e1235cb91a,1388463546,33.853320000000004,-101.232276,0,12,4,4,44,111.24215508783242
97936,2020-07-25 19:08:31,4745996322265,fraud_Bogisich-Weimann,kids_pets,32.77,Carrie,Washington,F,6114 Adams Harbor Suite 096,Kingsford Heights,IN,46346,41.4802,-86.6919,1423,"Psychologist, forensic",1998-10-07,2201e580829c2184cf98c3facb7c6b9f,1374779311,41.86929,-86.087611,0,7,6,19,26,66.329437755131
20271,2020-06-28 13:56:24,213174467670432,"fraud_Mante, Luettgen and Hackett",health_fitness,8.97,James,Bishop,M,7055 Fernandez Estates Apt. 676,Cecilton,MD,21913,39.4015,-75.8654,663,Podiatrist,1969-01-14,b65acaefff6621f057649061b07ed77b,1372427784,39.580236,-75.23663,0,6,7,13,55,57.61484311427683
199515,2020-08-30 17:40:21,30428204673351,"fraud_Koss, Hansen and Lueilwitz",home,77.21,Greg,Villarreal,M,2851 Foster Shoals,Schaefferstown,PA,17088,40.3087,-76.2963,823,Gaffer,1982-07-02,9ec77d5bc9185de017fe9330e9ae18e6,1377884421,40.376327,-77.248932,0,8,7,17,42,81.28820926008454
98775,2020-07-26 02:31:48,375237305371366,"fraud_Altenwerth, Cartwright and Koss",shopping_net,2.04,David,Erickson,M,616 Jimenez Meadow Apt. 701,East Rochester,NY,14445,43.1128,-77.4906,8019,Retail buyer,1928-06-26,c7e29415ac0dd711c769e51cfadf2c33,1374805908,42.42336,-77.67852099999999,0,7,7,2,96,78.11773733107958
494186,2020-12-18 13:47:48,503848303379,fraud_Gibson-Deckow,entertainment,182.18,Gregory,Wallace,M,27203 Darrell Landing,Saint James City,FL,33956,26.529,-82.0916,3776,Sport and exercise psychologist,1976-09-12,8e541fc6aa308dd2e3151ce2873ad656,1387374468,26.015027,-82.81625799999999,0,12,5,13,48,92.09720020588612
226067,2020-09-10 00:15:11,30344654314976,fraud_Bashirian Group,shopping_net,3.54,Christine,Johnson,F,8011 Chapman Tunnel Apt. 568,Blairsden-Graeagle,CA,96103,39.8127,-120.6405,1725,Chartered legal executive (England and Wales),1967-05-27,5df5f67e26ff9ba5f9849682aed7295c,1378772111,39.93554,-119.919029,0,9,4,0,57,63.21098827107102
374897,2020-11-14 17:04:17,4989847570577635369,fraud_Volkman-Predovic,shopping_net,508.75,Vanessa,Anderson,F,21178 Brittney Locks,Prosperity,SC,29127,34.1832,-81.5324,8333,Archaeologist,1994-07-09,8dbc873c6a08e1331a36e78b20e9b5bf,1384448657,35.085314000000004,-81.500213,0,11,6,17,30,100.11853262833748
228114,2020-09-11 03:45:24,4839043708100390,fraud_Dicki Ltd,grocery_net,22.43,Meredith,Campbell,F,043 Hanson Turnpike,Hedrick,IA,52563,41.1826,-92.3097,1583,Geochemist,1999-06-28,f57a140a0a87d2efeefebae921b2d1f9,1378871124,40.739298,-92.14123,0,9,5,3,25,51.23226116559422
165501,2020-08-18 02:50:59,571844099986,fraud_Effertz LLC,entertainment,116.91,Susan,Mills,F,005 Cody Estates,Louisville,KY,40202,38.2507,-85.7476,736284,Engineering geologist,1952-04-02,2dc1574c4f5ef9d31d0c692e467e4a60,1376794259,39.003248,-86.24708100000001,0,8,2,2,72,94.18319960687218
